Name,Sales,Retail_Price,Averge_Sale_Price,Highest_Price,Lowest_Price,Release_Date
Jordan 11 Retro Low Closing Ceremony (GS),349,130,137,220,85,2016-08-27
Jordan 7 Retro Low Bright Concord,345,150,151,250,100,2018-09-27
Jordan 11 Retro Low Bleached Coral (GS),343,130,165,325,90,2018-04-07
Jordan 1 Retro High Camo 3M Wolf Grey,337,145,117,275,50,2017-08-01
Jordan 12 Retro Chris Paul Class Of 2003 (GS),332,140,162,235,70,2018-08-11
Jordan 1 Retro Chicago (2013),327,110,473,750,290,2013-01-10
Jordan 1 Retro High Season of Her Ice Peach (W),316,160,75,140,50,2018-01-25
Jordan 1 Retro Bred (2013),316,140,423,678,175,2013-12-28
Jordan 1 Retro High Flyknit Wolf Grey,315,180,110,229,65,2017-11-01
Jordan 1 Retro Red Suede,314,140,146,335,40,2017-04-15
Jordan 1 Mid Triple White (2018),321,110,99,157,60,2018-06-01
Jordan Future Premium Black Glow (2018),318,185,88,250,55,2018-09-01
Jordan 11 Retro Low IE Rio Teal,310,170,133,240,66,2018-08-16
Jordan 10 Retro Orlando (GS),310,140,84,125,40,2018-12-01
Jordan XXXIII Metallic Silver Black All Star,305,175,146,439,88,2019-01-24
Jordan 3 Retro True Blue (2011),301,150,218,261,100,2011-06-19
Jordan 2 Retro White Red (2014),298,150,172,255,100,2014-06-07
Jordan 16 Retro Midnight Navy (2016),295,250,188,390,100,2016-12-22
Jordan 9 Retro Barons,293,170,205,300,120,2014-04-05
Jordan 1 Retro UNC (GS),292,120,234,400,123,2015-10-10
Jordan 9 Retro Cool Grey (2012),285,160,271,423,95,2012-12-15
Jordan 1 Mid Reverse New Love (GS),285,90,97,200,55,2018-06-15
Jordan 7 Retro Pure Platinum (GS),286,140,128,253,71,2017-06-03
Jordan 13 Retro Low Pure Platinum,281,175,173,375,70,2017-05-20
Jordan Future Premium Black Infrared 23 (2018),276,185,86,249,41,2018-07-28
Jordan 4 Retro Levi's White (GS) (Levi's Tag),246,200,313,752,216,2018-06-30
Jordan 4 Retro Motorsports Alternate (GS),266,140,74,160,40,2017-06-17
Jordan 3 Retro Crimson,267,160,174,270,100,2013-02-23
Jordan Countdown Pack 11/12,266,310,675,850,505,2008-12-20
Jordan 1 Retro High Gatorade Orange Peel (GS),260,150,71,145,30,2017-12-26
Jordan 13 Retro Low Brave Blue,260,175,163,249,102,2017-04-08
Jordan 5 Retro Pre-Grape,261,190,151,250,60,2015-05-02
Jordan 11 Retro Low Green Snakeskin,262,150,289,425,195,2014-04-19
Jordan 12 Retro Gym Red 2018 (PS),250,80,70,119,46,2018-11-24
Jordan 5 Retro Low Chinese New Year,245,200,265,485,181,2016-01-23
Jordan Spiz'ike Olive Canvas,250,175,104,160,55,2018-09-19
Jordan 10 Retro Cool Grey,242,190,164,319,85,2018-01-27
Jordan 1 Mid Chicago (GS),246,90,121,235,65,2018-03-20
Jordan 13 Retro Flint (2010),242,160,370,550,236,2010-11-26
Jordan 7 Retro Hare 2015 (GS),242,140,164,240,110,2016-05-16
Jordan 5 Retro Bronze,241,190,167,270,92,2016-09-24
Jordan 14 Retro Indiglo (2016),234,190,141,230,75,2016-08-13
Jordan 2 Retro Decon Sail,234,160,71,169,40,2017-07-15
Jordan 1 Retro Low Bred (2015),234,130,173,300,98,2015-02-14
Jordan 14 Retro Thunder,234,170,228,330,160,2014-07-04
Jordan 4 Retro Cavs,232,160,281,410,185,2012-05-12
Jordan 6 Retro Wheat (GS),228,140,79,131,46,2017-11-24
Jordan 10 Retro Charlotte (2016),225,190,138,290,80,2016-06-18
Jordan 9 Retro Boot Military Brown,218,225,241,370,115,2018-10-13
Jordan XXXII Chinese New Year (2018),213,185,194,320,120,2018-02-09
Jordan 5 Retro Supreme White,215,198,637,1041,350,2015-10-16
Jordan 3 Retro 5Lab3 Black,210,225,167,230,120,2014-05-17
Jordan 11 Retro Low Cleat Concord,207,120,107,224,55,2018-03-16
Jordan 1 Retro Melo PE,208,130,201,300,75,2014-12-20
Jordan Trainer ST G White Obsidian,208,175,241,385,130,2018-11-02
Jordan 3 Retro Chlorophyll (GS),205,140,65,135,45,2018-11-10
Jordan 1 Retro Low Royal (2015),203,130,139,279,66,2015-10-07
Jordan 13 Retro Low Pure Platinum (GS),201,120,112,250,35,2017-05-20
Jordan 5 Retro White Cement (GS),196,140,134,180,66,2017-08-05
Jordan 1 Retro Rare Air Max Orange,194,140,166,326,50,2017-01-07
Jordan 1 Low Sneaker Politics,194,100,293,600,172,2019-05-10
Jordan 5 Retro Laney Varsity Royal (GS),193,150,115,219,55,2019-02-02
Jordan 1 Retro Blue Suede,192,140,121,200,63,2017-04-01
Jordan 1 Retro Black Toe (2013),189,140,409,682,240,2013-05-25
Jordan 2 Retro Alternate 87,187,190,119,250,55,2016-02-06
Jordan 11 Retro Low Citrus 2015 (GS),190,120,211,429,108,2015-06-20
Jordan 11 Retro Pinnacle Grey Suede,184,400,526,1000,387,2016-12-23
Jordan 12 Retro Black Rush Pink (GS),185,140,109,185,45,2018-09-08
Jordan 9 Retro Johnny Kilroy,183,160,227,475,120,2012-10-06
Jordan 1 Retro Top 3 (GS),176,120,408,588,232,2016-11-28
Jordan 3 Retro Joker,176,160,215,380,150,2013-02-16
Jordan 5 Retro Low Fire Red,178,175,168,270,100,2016-03-12
Jordan 1 Retro High Aleali May Shadow,175,160,537,796,371,2017-10-28
Jordan 1 Retro Deep Royal,174,150,94,200,50,2016-12-01
Jordan 1 Retro All Star 2017 (GS),173,140,307,572,133,2017-02-19
Jordan 6 Retro Low Ghost Green,173,175,154,229,80,2015-09-19
Jordan Golden Moments Pack (6/7),169,350,401,572,250,2012-08-18
Jordan 7 Retro Championship Pack,166,250,209,276,100,2015-06-20
Jordan 8 Retro Aqua 2015 (GS),170,130,131,200,65,2015-11-27
Jordan 5 Retro 3Lab5,164,225,185,284,100,2013-09-21
Jordan 3 Retro Quai54 GS (2018),164,140,137,250,70,2018-07-07
Jordan 9 Retro Low Pantone,162,170,122,197,70,2016-06-11
Jordan 10 Retro Chicago Flag,158,190,147,259,65,2016-05-14
Jordan 14 Retro Wolf Grey,160,170,157,216,86,2014-08-02
Jordan 1 Retro Pinnacle White,155,400,400,700,180,2015-05-27
Jordan 1 Retro High Vintage Coral,154,160,140,255,70,2018-09-01
Jordan 5 Retro Black Metallic (2007),152,135,202,300,100,2007-01-20
Jordan 13 Retro Doernbecher,150,225,299,425,180,2015-11-21
Jordan 13 Retro He Got Game 2018 (PS),152,80,89,130,45,2018-08-04
Jordan 1 Retro Low Black Grey (2015),149,130,140,260,60,2015-12-30
Jordan 3 Retro Black Cement 2018 (TD),150,60,70,120,40,2018-02-17
Jordan 1 Retro High Hot Punch (W),147,145,128,300,90,2019-01-07
Jordan Legacy 312 Lakers (GS),147,110,97,159,71,2018-11-01
Jordan 7 Retro Tinker Alternate (GS),148,140,145,249,100,2016-08-06
Jordan 1 Retro Low OG White Vachetta,145,140,101,250,40,2017-04-01
Jordan 3 Retro Cyber Monday 2016 (GS),146,190,50,90,26,2016-10-15
Jordan 13 Retro OG Chicago 2017 (GS),146,140,140,270,70,2017-02-18
Jordan 1 Retro High Camo 3M Wolf Grey (GS),144,110,95,160,50,2017-08-01
Jordan Legacy 312 Pistons,144,150,106,185,50,2018-11-01
Jordan 1 Retro High Double Strap Olive Canvas,141,140,84,140,55,2018-10-01
Jordan 1 Retro Black Gum,141,140,137,249,60,2014-12-06
Jordan 1 OG Celtics,141,140,240,390,95,2013-04-06
Jordan 13 Retro Low Hornets,139,160,168,295,111,2015-04-18
Jordan XXX1 Royal,139,185,89,199,50,2017-04-01
Jordan 13 Retro Dark Raisin (GS),138,190,91,180,40,2017-12-26
Jordan 17 Retro Trophy Room (No Shirt),138,275,233,400,120,2017-10-28
Jordan Beginning Moments Pack 1/1,137,200,402,650,255,2007-04-21
Jordan 6 Retro Maroon 2015 (GS),137,160,190,260,130,2015-12-05
Jordan 5 Retro Red Suede (GS),133,190,130,205,60,2017-07-02
Jordan 11 Retro Low Blue Moon (GS),133,130,150,250,85,2017-05-27
Jordan 8 Retro Aqua (2007),132,140,233,339,135,2007-09-22
Jordan 7 Retro Fuchsia Glow (GS),130,140,123,202,70,2015-10-17
Jordan 13 Retro Altitude 2017 (GS),130,140,80,134,40,2017-12-21
Jordan 4 Retro Levi's Denim (Blank Tag),132,225,589,947,465,2018-01-17
Jordan 1 Mid Infrared 23 (GS),128,90,83,125,63,2018-12-13
Jordan 11 Retro Gamma Blue (GS),127,130,299,550,175,2013-12-21
Jordan 3 Retro Black Cement 2018 (PS),127,80,81,140,45,2018-02-17
Jordan XXXII Low Michigan,126,160,122,224,70,2018-03-09
Jordan Converse Pack,125,300,197,322,140,2017-06-28
Jordan 7 Retro Cardinal (2011),126,150,221,350,137,2011-06-18
Jordan 23 Black Stealth,125,185,203,310,147,2008-02-23
Jordan 3 Retro Fear Pack,123,175,301,427,120,2013-08-24
Jordan 1 Retro High Flyknit Bred (GS),123,140,82,160,49,2017-09-09
Jordan 1 Retro Rare Air Cool Grey,121,140,152,399,70,2017-01-17
Jordan 1 Retro Ultra High Bred,121,150,82,145,40,2016-11-30
Jordan 20 Retro Stealth (2015),118,220,154,230,102,2015-03-14
Jordan 1 Retro LA,117,160,183,345,99,2015-11-14
Jordan 10 Retro Paris,116,190,174,306,100,2016-04-09
Jordan 1 OG Laney,111,140,232,387,150,2013-11-16
Jordan Apex React Bio Beige,114,190,131,244,80,2019-04-01
Jordan 7 Retro N7,112,190,216,400,120,2015-06-03
Jordan 1 Retro Black Perforated,108,160,103,189,60,2017-02-04
Jordan 1 Retro High Zip Particle Beige (W),109,150,71,150,40,2018-04-13
Jordan 88 Racer SoleFly Lottery,108,150,222,500,100,2018-08-25
Jordan XXXII Low Free Throw Line,108,160,132,200,76,2018-02-14
Jordan 1 Retro Un-Supreme,106,140,125,225,80,2016-01-21
Jordan 1 Retro High Off-White White (GS),107,150,1444,2527,987,2018-03-03
Jordan 1 Retro Blake Griffin PE,104,130,156,350,75,2014-12-20
Jordan 10 Retro Rio,102,190,146,225,100,2016-05-07
Jordan Why Not Zer0.1 Triple Double King,102,125,65,110,46,2018-04-09
Jordan 1 Retro High Season of Her Barley Grape (W),102,160,135,224,60,2018-01-25
Jordan 5 Retro Paris Saint-Germain White (F&F),101,150,1883,3500,475,2002-05-01
Jordan 1 Retro KO Bred (2015),101,140,123,200,66,2015-12-19
Jordan 1 Retro High Rare Air Soar,100,140,171,340,70,2017-01-17
Jordan 11 Retro Silver Anniversary (2010),99,150,320,449,200,2010-05-01
Jordan 13 Retro Cherry (2010),98,160,190,250,105,2010-01-01
Jordan 13 Retro Squadron Blue,96,170,164,250,80,2013-02-09
Jordan 2 Retro White Varsity Red (2004),96,150,202,325,100,2002-05-01
Jordan 1 Retro High SoleFly Art Basel Black,95,150,3614,5999,2450,2018-12-08
Jordan 1 Retro AJKO Blue Quilted,94,140,56,99,30,2016-08-27
Jordan 1 Retro KO Shadow (2015),94,140,100,200,45,2016-02-06
Jordan 16 Retro Solefly Art Basel,93,275,297,425,210,2016-12-03
Jordan 1 Retro High Pure Platinum Desert Sand,93,145,122,185,71,2018-04-07
Jordan 8 Retro Playoffs (2007),92,150,194,264,110,2007-12-22
Jordan 1 Retro High Double Strap Concord,91,140,101,190,55,2018-10-01
Jordan 10 Retro Stealth (2012),89,160,168,275,100,2012-03-24
Jordan Trunner LX Black Red (2017),88,140,88,150,50,2017-05-03
Jordan 1 Crib Bootie Bred,89,45,52,82,25,2002-05-01
Jordan 1 Retro Black Patent,91,150,122,245,56,2016-12-01
Jordan XXX Black Cat,87,200,142,245,50,2016-04-16
Jordan 4 Retro Laser (GS),88,150,127,200,78,2002-05-01
Jordan Flyknit Elevation 23 Black University Red,86,170,74,130,50,2018-08-01
Jordan 5 Retro Fear Pack,85,160,323,400,245,2013-08-24
Jordan XXX1 Black Cat,85,185,95,196,55,2017-03-10
Jordan 11 Retro Low Iridescent (PS),86,75,82,159,40,2018-03-31
Jordan 1 Retro High OG Essentials Black (GS),85,120,75,145,41,2017-08-02
Jordan 10 Retro Steel (2005),84,125,223,400,150,2005-05-07
Jordan 1 Retro Gym Red,82,140,354,725,250,2014-06-28
Jordan 1 Retro Low OG Black Vachetta,86,140,69,120,35,2017-04-01
Jordan Trainer ST G White Wolf Grey,82,175,271,510,175,2018-06-04
Jordan 12 Retro Wolf Grey Vivid Pink (GS),81,140,95,239,55,2016-11-19
Jordan 9 Retro Powder,82,150,246,398,150,2010-05-29
Jordan 1 Retro Red Elephant Print,80,140,101,175,40,2016-01-21
Jordan 1 Retro Family Forever,80,140,142,250,81,2014-06-14
Jordan 1 Retro Human Highlight,81,140,162,400,65,2013-09-07
Jordan Countdown Pack 10/13,80,310,348,549,215,2008-01-19
Jordan 1 Retro 4Lab1 Glow,80,185,124,290,50,2014-12-31
Jordan XX Flyknit R&B Melo Black,78,225,216,325,113,2018-09-27
Jordan 1 Retro High Season of Her Sun Blush (W),80,160,74,190,35,2018-01-25
Jordan ADG Black Cement,77,135,157,230,100,2019-04-15
Jordan Future Boot Black,78,225,88,175,45,2016-10-06
Jordan 16 Retro CEO,75,250,297,410,236,2017-10-20
Jordan 1 Retro High Black Silt Red (W),75,145,114,200,80,2019-02-23
Jordan 2 Retro Just Don Arctic Orange (GS),73,350,226,480,140,2017-05-13
Jordan Zoom Tenacity 88 True Blue,73,125,129,230,50,2018-03-13
Jordan 9 Retro OG 2016 (GS),73,140,155,245,80,2016-12-03
Jordan Black Cat Black Concord,72,160,81,160,51,2018-12-01
Jordan 1 Mid Black Olive Canvas,71,120,96,250,70,2018-11-01
Jordan XXX1 Shattered Backboard,71,185,104,200,67,2016-10-08
Jordan 1 Retro Bred (2001),69,150,565,900,385,2001-08-25
Jordan 12 Retro Flu Game (2009),68,150,308,500,190,2009-11-27
Jordan 9 Retro Motorboat Jones,69,160,387,600,250,2012-12-01
Jordan Spizike Black Gym Red,68,175,97,185,60,2018-10-08
Jordan 9 Retro Charcoal,68,150,259,350,180,2010-09-04
Jordan 11 Retro Cleat Bred,68,125,131,225,56,2018-06-25
Jordan 12 Retro Heiress Plum Fog (GS),68,160,182,261,100,2016-09-10
Jordan 12 Retro Barons (GS),68,140,169,285,99,2016-08-13
Jordan Flyknit Elevation 23 Black,68,170,105,160,56,2018-04-01
Jordan 1 Low Military Green,66,105,125,210,90,2019-01-01
Jordan XXXII Low Gordon St.,67,160,129,220,60,2018-05-07
Jordan 5 Retro Grape 2013 (GS),66,115,161,245,85,2013-05-04
Jordan 1 Retro High Mica Green (W),65,145,71,185,40,2018-03-17
Jordan 7 Retro Hare CDP (2008),65,155,220,350,120,2008-06-21
Jordan 11 Retro Low Cool Grey (PS),65,75,90,150,40,2018-04-28
Jordan XXX1 All Star 2017,64,200,136,228,66,2017-02-19
Jordan 11 Retro Cleat Columbia,65,125,141,200,56,2018-06-25
Jordan 14 Retro Rip Hamilton (TD),63,60,78,100,57,2019-04-06
Jordan 6 Rings Black Varsity Red,63,165,112,165,85,2019-01-04
Jordan 89 Racer White Cement,63,100,86,195,55,2019-01-01
Jordan 1 Retro Rare Air Bred,59,140,89,160,40,2015-09-01
Jordan 5 Retro Laney Varsity Royal (TD),61,65,60,96,30,2019-02-02
Jordan Westbrook 0.3 Dazzle,61,100,106,150,51,2018-11-21
Jordan Dub Zero White/Concord-Black-White,60,160,92,169,57,2002-05-01
Jordan 9 Retro Pearl Blue (TD),60,60,65,119,35,2019-02-09
Jordan XXX1 Low Chicago (Home),60,160,98,185,55,2017-06-30
Jordan 7 Retro Raptors (2002),59,125,255,420,180,2002-12-14
Jordan 5 Retro Metallic White 2015 (GS),60,160,144,244,70,2015-04-04
Jordan 1 Retro High Black Hyper Pink (GS),58,95,80,181,52,2017-02-01
Jordan Spiz'ike True Blue (2007),59,175,143,265,94,2007-04-28
Jordan 7 Retro Barcelona Nights (GS),59,140,121,165,60,2015-03-07
Jordan 5 Retro DMP Raging Bull Red Suede,58,155,517,674,401,2009-05-30
Jordan 13 Retro Wolf Grey Deadly Pink (GS),58,140,114,159,72,2017-08-26
Jordan 3 Retro Hall of Fame (Sneaker Politics Special Release),57,190,246,400,200,2018-05-12
Jordan 4 Retro Tour Yellow / Rare Air,58,125,387,549,210,2006-05-20
Jordan 6 Retro Purple Dynasty (GS),57,140,136,182,75,2016-12-30
Jordan 11 Retro Legend Blue (PS),56,85,91,150,53,2014-12-20
Jordan 1 Retro High Rust Pink,55,160,2694,4500,1010,2017-11-01
Jordan Spizike Black Cement,55,175,122,180,70,2017-06-24
Jordan 7 Retro Nothing But Net (GS),56,140,208,300,130,2015-11-14
jordan 10 retro red steel,53,125,255,325,180,2005-09-17
Jordan Countdown Pack 9/14,54,310,354,540,285,2008-03-15
Jordan 2 Retro Quai 54 (GS),53,150,69,140,45,2016-07-23
Jordan Flyknit Elevation 23 Game Royal,53,170,63,131,40,2018-07-01
Jordan 14 Retro Last Shot (2011),54,160,171,250,70,2011-12-17
Jordan Zoom Tenacity 88 Safari,51,125,45,85,29,2018-05-01
Jordan 6 Retro Grape (GS),51,145,137,208,45,2014-06-07
Jordan 1 Retro Mid UNC,51,160,232,350,118,2019-02-04
Jordan 7 Retro Golden Moments Pack (6/7),50,175,227,340,165,2012-08-18
Jordan Proto Max 720 Club Gold,49,200,198,310,81,2019-04-20
Jordan 1 Retro High Gold Medal (GS),48,95,162,220,130,2016-08-01
Jordan 5 Retro Satin Bred (PS),48,80,64,100,30,2018-11-03
Jordan 1 Rebel XX Utility Pack (W),47,145,91,180,43,2018-11-01
Jordan 1 Mid Pure White,47,120,132,249,90,2018-11-10
Jordan XXXII CEO,44,185,129,250,83,2017-10-20
Jordan 4 Retro Classic Green,44,100,393,950,228,2004-07-24
Jordan 17 OG Wizards Home,44,200,380,524,240,2002-02-09
Jordan 12 Retro International Flight (PS),42,85,65,95,25,2018-09-08
Jordan 8 Retro Tinker Air Raid (TD),42,60,48,79,35,2018-12-22
Jordan 14 Retro White Forest Green,42,150,275,450,175,2005-10-22
adidas-yeezy-boost-350-low-moonrock,100,200,997,2000,730,2015-11-14
adidas-yeezy-boost-350-low-oxford-tan,70,200,1012,1470,741,2015-12-29
adidas-yeezy-boost-350-low-pirate-black-2015,95,200,895,1300,721,2015-08-22
adidas-yeezy-boost-350-low-pirate-black-2016,122,200,984,1455,675,2016-02-19
adidas-yeezy-boost-350-low-turtledove,68,200,1532,2300,1042,2015-06-27
adidas-yeezy-boost-350-low-v2-beluga,498,220,789,1490,528,2016-09-24
adidas-yeezy-boost-350-v2-beluga-2pt0,10395,220,400,840,200,2017-11-25
adidas-yeezy-boost-350-v2-blue-tint,9297,220,379,2000,286,2017-12-16
adidas-yeezy-boost-350-v2-butter,11423,220,270,770,190,2018-06-30
adidas-yeezy-boost-350-v2-core-black-copper,225,220,657,1095,500,2016-11-24
adidas-yeezy-boost-350-v2-core-black-green,196,220,623,999,450,2016-11-24
adidas-yeezy-boost-350-v2-core-black-red,302,220,938,1575,650,2016-11-24
adidas-yeezy-boost-350-v2-core-black-red-2017,969,220,804,1515,636,2017-02-11
adidas-yeezy-boost-350-v2-core-black-white,621,220,718,1100,570,2016-12-17
adidas-yeezy-boost-350-v2-cream-white,9097,220,289,773,200,2017-04-29
adidas-yeezy-boost-350-v2-semi-frozen-yellow,4854,220,391,1825,210,2017-11-18
adidas-yeezy-boost-350-v2-sesame,5553,220,264,545,186,2018-11-23
adidas-yeezy-boost-350-v2-static,4983,220,287,800,222,2018-12-27
adidas-yeezy-boost-350-v2-static-reflective,3184,220,468,2000,300,2018-12-26
adidas-yeezy-boost-350-v2-zebra,10110,220,361,899,256,2017-02-25
nike-air-force-1-low-off-white,476,170,717,1650,385,2011-01-17
nike-air-force-1-low-off-white-black-white,960,170,512,741,310,2018-12-19
nike-air-force-1-low-off-white-volt,1019,170,391,950,275,2018-12-19
nike-air-force-1-low-virgil-abloh-off-white-af100,31,150,976,1500,710,2011-04-17
nike-air-max-90-off-white,627,160,710,2000,450,2009-09-17
nike-air-max-90-off-white-black,722,160,553,800,392,2019-02-08
nike-air-max-90-off-white-desert-ore,649,160,533,765,414,2019-02-08
nike-air-max-97-off-white,544,190,664,1300,421,2011-01-17
nike-air-max-97-off-white-black,289,190,672,1230,513,2018-10-18
nike-air-max-97-off-white-elemental-rose-queen,216,190,894,1290,646,2018-08-25
nike-air-max-97-off-white-menta,343,190,753,1362,627,2018-10-18
nike-air-presto-off-white,596,160,1236,2160,750,2009-09-17
nike-air-presto-off-white-black-2018,1884,160,730,1500,500,2018-07-27
nike-air-presto-off-white-white-2018,1883,160,634,2100,440,2008-03-18
nike-air-vapormax-off-white,525,250,857,2399,520,2009-09-17
nike-air-vapormax-off-white-2018,1591,250,592,1400,430,2018-04-14
nike-air-vapormax-off-white-black,1313,250,628,1500,400,2018-03-30
nike-blazer-mid-off-white,501,130,695,1600,365,2009-09-17
nike-blazer-mid-off-white-all-hallows-eve,1435,130,606,1200,410,2010-03-18
nike-blazer-mid-off-white-grim-reaper,1398,130,529,908,361,2010-03-18
nike-blazer-mid-off-white-wolf-grey,288,130,785,1258,550,2018-08-25
nike-react-hyperdunk-2017-flyknit-off-white,484,200,495,900,336,2011-01-17
nike-zoom-fly-mercurial-off-white-black,645,200,354,600,238,2018-06-14
nike-zoom-fly-mercurial-off-white-total-orange,656,200,288,648,203,2018-06-14
nike-zoom-fly-off-white,435,170,535,1700,300,2011-01-17
nike-zoom-fly-off-white-black-silver,1222,170,317,598,220,2018-10-13
nike-zoom-fly-off-white-pink,1359,170,271,561,210,2018-11-28
